"Protein.Group","Protein.Ids","Protein.Names","Genes","First.Protein.Description","b1_9_rep","b1_7","b1_2","b1_3","b1_6","b1_pool","b1_5","b1_1","b1_9","b1_4","b1_8","b1_10","b2_4","b2_8","b2_6","b2_9","b2_3","b2_1","b2_10","b2_7","b2_2","b2_pool","b2_5","b2_9_rep"
"P62834","P62834","RAP1A_HUMAN","RAP1A","Ras-related protein Rap-1A",NA,NA,5898.85,3832.59,NA,NA,NA,NA,NA,1939.71,493.218,NA,NA,NA,NA,NA,NA,1262.38,NA,NA,NA,3997.03,NA,NA
"P62851","P62851","RS25_HUMAN","RPS25","40S ribosomal protein S25",3644.43,3435.68,5513.77,2161.34,NA,7236.07,2930.26,4929.05,NA,2486.96,4160.61,5279.33,6381.95,1512.84,1931.21,3615.91,3663.46,12599.5,3260.19,4892.76,27357.7,6151.61,6121.96,2954.73
"P62873;P62873-2","P16520-2;P16520;P62873-2;P62873;P62879;Q9HAV0","GBB1_HUMAN","GNB1","Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1",9090.77,10595.4,62286.6,21202.4,6444.67,13151.1,15636.5,14411.9,9208.99,22414.5,6914.69,14235.9,4565.52,7017.91,6861.81,7704.69,9893.52,16350.5,NA,34023.6,10508.4,17747,15763.4,8053.06
"P62906","P62906","RL10A_HUMAN","RPL10A","60S ribosomal protein L10a",13019.8,10078.8,16566.8,8342.18,6957.71,15399.1,26751.2,16935.7,9311.25,50263.6,14301.7,10991.3,7273.13,8681.11,12585.2,10250.1,14040.7,16370.2,7277.54,27736,39505,17339.1,12710.9,13872
"P62917","P62917","RL8_HUMAN","RPL8","60S ribosomal protein L8",5165.66,NA,1474.39,4708,NA,NA,1573.81,4623.65,NA,2160.34,3980.5,NA,NA,3053.53,4837.4,10102.5,1821.38,3065.25,3568,5475.05,8277.03,3002.41,3967.87,9357.43
"P62937","P62937","PPIA_HUMAN","PPIA","Peptidyl-prolyl cis-trans isomerase A",19537.7,16614.4,86157.1,48074.6,16689.8,34364.2,42976.9,36513.1,15513.9,23367.2,16811.8,17312.6,29415.1,13563,12395.5,31047.5,70386.8,72024,26337.1,6737.34,72808.5,40610.9,17342.4,28565.6
"P62942","P62942","FKB1A_HUMAN","FKBP1A","Peptidyl-prolyl cis-trans isomerase FKBP1A",NA,NA,3756.04,3432.57,NA,5270.21,1756.45,NA,NA,NA,1075.12,NA,NA,4470.69,856.52,NA,NA,3984.02,NA,NA,8338.26,NA,NA,NA
"P63000;P63000-2","P15153;P60763;P63000-2;P63000","RAC1_HUMAN","RAC1","Ras-related C3 botulinum toxin substrate 1",42002,21817.5,308565,140705,35420.9,95149.6,127003,116378,38136.9,29298.9,25546.3,24441.9,94483.3,14443.9,21950,22453.3,131196,205689,38277.8,13828.1,31760.1,97751.3,34679.9,22279.6
"P63010-3","P63010-2;P63010-3;P63010","AP2B1_HUMAN","AP2B1","Isoform 3 of AP-2 complex subunit beta",7617.7,NA,67374.3,14184.7,9371.57,19229.5,9104.41,15263,3978.36,7207.6,5982.84,NA,4376.16,NA,3809.1,5207.72,22883.2,19717.2,5830.15,4400.89,NA,16090.7,12134.1,5731.37
"P63027","P63027","VAMP2_HUMAN","VAMP2","Vesicle-associated membrane protein 2",NA,NA,10357.6,NA,NA,NA,NA,729.857,NA,749.54,NA,NA,NA,NA,NA,NA,NA,2700.95,NA,NA,NA,NA,NA,NA
"P63092;P63092-2;P63092-3;P63092-4;Q5JWF2;Q5JWF2-2","P63092-2;P63092-3;P63092-4;P63092;Q5JWF2-2;Q5JWF2","GNAS1_HUMAN;GNAS2_HUMAN","GNAS","Guanine nucleotide-binding protein G(s) subunit alpha isoforms short",NA,1909.92,17599.1,2900.02,2623.85,5471.19,NA,4509.83,NA,2041.89,NA,NA,4191.96,NA,9420.12,NA,7598.67,6397.09,3010.4,NA,NA,NA,NA,NA
"P63104","P63104-2;P63104","1433Z_HUMAN","YWHAZ","14-3-3 protein zeta/delta",26920.7,26464.7,130944,55001.2,42757.9,49744.4,40333.5,47220.7,25531.6,34631.5,60528.1,35000.2,72811.8,11421.2,33349,41886.2,102779,78192.3,23088.9,12428.9,71649.8,59586.1,49707.5,43621.6
"P63151;P63151-2","P63151-2;P63151","2ABA_HUMAN","PPP2R2A","Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform",NA,NA,9687.01,1263.01,NA,6495.79,2757.28,4682.04,NA,5683.9,5027.83,NA,NA,NA,4792.04,NA,5338.38,3762.17,NA,NA,6531.74,4616.52,1706.67,NA
"P63218","P63218","GBG5_HUMAN","GNG5","Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5",NA,NA,13622.1,NA,NA,1499.78,1608.77,5015.66,NA,NA,NA,NA,2346.51,NA,NA,NA,3058.81,5604.7,NA,NA,NA,3059.04,NA,NA
"P63241;P63241-2","P63241-2;P63241;Q6IS14;Q9GZV4","IF5A1_HUMAN","EIF5A","Eukaryotic translation initiation factor 5A-1",5486.62,3220.74,17217.4,14278.6,3661.81,9558.93,6716.03,7591.69,2773.07,7138.96,4888.79,3603.53,NA,NA,2939.89,35327.2,12119.4,13707.7,13230.8,8056.76,16036.5,12212,6557.46,27201.3
"P63244","P63244","RACK1_HUMAN","RACK1","Receptor of activated protein C kinase 1",10855.3,4722.98,9029.33,13630.4,9846.83,15565.8,9083.33,14061.7,9185.11,10169.7,6371.06,7936.36,8256.41,7847.76,10434.3,16861.2,50427.8,25581,5859.11,8362.76,32083,16343.2,20366.8,21590.9
"P63267","P62736;P63267","ACTH_HUMAN","ACTG2","Actin, gamma-enteric smooth muscle",NA,8618.3,NA,NA,NA,4283.85,NA,NA,NA,NA,NA,NA,NA,NA,10805.5,NA,NA,NA,NA,NA,2967.1,6988.41,1951.78,NA
"P63316","P63316","TNNC1_HUMAN","TNNC1","Troponin C, slow skeletal and cardiac muscles",4047.11,6153.42,2010.11,3035.14,10309.6,2273.27,9462.81,11924.3,8877.37,10923.8,2646.86,7189.94,NA,5720.28,3124.14,NA,5004.29,NA,NA,3689.73,9028.55,4574.51,4547.66,3841.96
"P67812;P67812-3;P67812-4","P67812-2;P67812-3;P67812-4;P67812","SC11A_HUMAN","SEC11A","Signal peptidase complex catalytic subunit SEC11A",2525.95,6179.23,30404.3,8258.04,NA,13763.8,19288.9,9047.71,6590.05,NA,3918.59,NA,NA,NA,NA,NA,7331.29,6586.46,NA,NA,NA,6461.78,NA,NA
"P67936","P67936-2;P67936","TPM4_HUMAN","TPM4","Tropomyosin alpha-4 chain",5045.08,3645.89,21902.4,10919.6,2429.05,7283.61,6079.5,6654.32,1965.53,4945.15,1624.44,11521.2,NA,13473,4213.36,7920.56,4661.93,8756.7,3143.88,4896.77,10391.7,4558.06,4855.2,7463.46
"P68032;P68133","P68032;P68133","ACTC_HUMAN;ACTS_HUMAN","ACTA1;ACTC1","Actin, alpha cardiac muscle 1",59151.6,42541.6,32946.8,30814.8,62798.8,39631.9,72327.1,47209.8,55514.6,40843.9,28464.1,111893,79800.4,60891.7,47320.8,52971.9,39708.4,21340.7,68684.2,31631.9,74028.4,38994.9,31690.6,37950.8
"P68036;P68036-2;P68036-3","P68036-2;P68036-3;P68036","UB2L3_HUMAN","UBE2L3","Ubiquitin-conjugating enzyme E2 L3",4057.7,NA,9172.49,10261.3,NA,8702.78,NA,NA,6913.48,NA,NA,5077.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P68104;Q5VTE0","P68104;Q5VTE0","EF1A1_HUMAN;EF1A3_HUMAN","EEF1A1;EEF1A1P5","Elongation factor 1-alpha 1",87829.1,76165.6,333073,216105,51241.4,191309,154661,230628,100426,221508,74795.1,107383,135017,49722.7,85413.4,154707,227797,193104,103243,64154.9,187004,185482,125996,141075
"P68366;P68366-2","A6NHL2-2;A6NHL2;P68363-2;P68363;P68366-2;P68366;Q71U36-2;Q71U36;Q9BQE3","TBA4A_HUMAN","TUBA4A","Tubulin alpha-4A chain",147644,146769,2995890,708900,166336,582139,437866,591768,165668,177295,83646.1,109403,488138,39787.5,59536,65068.7,563479,902581,69535.8,20778.8,100039,589093,161688,77358.6
"P68371","P68371;Q13885;Q9BVA1","TBB4B_HUMAN","TUBB4B","Tubulin beta-4B chain",31497.4,27181.1,537874,110252,36848.2,114676,122514,89525.4,39912.1,25833,25677.2,22200.8,101995,12317.2,18093.4,26273.8,137503,208482,15540.4,8980.93,40966.3,120690,40067.7,15663.7
"P68431;P84243;Q16695;Q71DI3","P68431;P84243;Q16695;Q5TEC6;Q6NXT2;Q71DI3","H31T_HUMAN;H31_HUMAN;H32_HUMAN;H33_HUMAN","H3-3A;H3-4;H3C1;H3C15","Histone H3.1",248049,27569.9,290558,55455.6,51359.2,114092,59450.4,93120.9,171937,65995.3,66254,98188.2,79658.8,50163,84879.3,68068.8,182261,72052.5,36591.4,23084.7,87227.6,104755,101171,60745.2
"P68871","P02042;P68871","HBB_HUMAN","HBB","Hemoglobin subunit beta",94091.7,83396.3,120839,57600.1,191308,734407,78360.1,368034,73712.6,98081.9,103221,125667,238455,148394,105011,137805,58249,51685.4,8775890,143582,271732,700185,135229,180971
"P69849;Q15155;Q5JPE7;Q5JPE7-2;Q5JPE7-3","P69849;Q15155;Q5JPE7-2;Q5JPE7-3;Q5JPE7","NOMO1_HUMAN;NOMO2_HUMAN;NOMO3_HUMAN","NOMO1;NOMO2;NOMO3","BOS complex subunit NOMO3",4060.68,9742.98,4191.47,5627.5,NA,2551.16,NA,NA,5319.47,2025.61,NA,4097.5,NA,NA,2070.8,1603,8904.92,2766.54,NA,3383.29,4046.04,2989.98,4503.08,NA
"P69891","P69891;P69892","HBG1_HUMAN","HBG1","Hemoglobin subunit gamma-1",NA,NA,NA,NA,4906.53,NA,NA,7237.79,3997.38,2447.56,12829,7104.23,NA,NA,NA,NA,NA,NA,49292.9,NA,NA,16523.5,NA,NA
"P69905","P69905","HBA_HUMAN","HBA2","Hemoglobin subunit alpha",261069,178661,218303,104504,471832,2257110,167161,1249360,174860,188982,248276,254672,476555,388827,255291,357418,123936,65307.1,25261900,407057,506065,2067240,312732,493376
"P78344","P78344-2;P78344","IF4G2_HUMAN","EIF4G2","Eukaryotic translation initiation factor 4 gamma 2",NA,NA,19223.2,9641.84,NA,9543.4,NA,4738.24,7174.91,NA,2434.45,NA,1015.12,NA,NA,NA,10667,8840.06,NA,NA,7089.46,5756.7,2397.07,NA
"P78356","P78356-2;P78356","PI42B_HUMAN","PIP4K2B","Phosphatidylinositol 5-phosphate 4-kinase type-2 beta",NA,NA,9621.17,9673.01,NA,2938.37,8546.89,8280.15,NA,946.989,NA,NA,3707.49,NA,NA,NA,6855.05,2935.58,NA,NA,NA,5273.01,NA,NA
"P78371","P78371-2;P78371","TCPB_HUMAN","CCT2","T-complex protein 1 subunit beta",9639.94,16013.9,107452,30203.5,14408.9,31120.6,17151.9,19960.1,5685.69,4986.51,7604.18,8286.02,12862,6796.7,2889.46,18885.1,29038.7,32552.9,16063.2,2021.42,14845.1,26981,8310.14,26743.8
"P78386","contam_sp_P25691|K2M3_SHEEP;P78386","KRT85_HUMAN","KRT85","Keratin, type II cuticular Hb5",9402.32,7084.07,1018.01,38101.6,NA,12152.5,NA,25665.5,4627.28,4192.96,3444.47,52898,30679.8,2153.35,2131.71,9117.34,1950.96,8543.31,NA,36595.4,NA,11875.8,1668.35,5927.74
"P78417","P78417-3;P78417","GSTO1_HUMAN","GSTO1","Glutathione S-transferase omega-1",8084.72,18189.5,69350.9,30187,16223.6,34924.6,25838.2,13681.4,12646.2,37438.5,12313.7,13639.7,20641.9,NA,8770.89,NA,18851.4,28690.8,18037.8,7138.34,18633.2,31944.1,16203.5,12891.1
"P78527;P78527-2","P78527-2;P78527","PRKDC_HUMAN","PRKDC","DNA-dependent protein kinase catalytic subunit",19008.9,8862.52,8247.75,24317.3,29957.9,25177.2,13376.6,16060.9,16974.9,40613,NA,NA,10475.7,22502.8,23762.4,17295.2,18898.7,10831.5,22236.6,89060.3,20817.4,15024.3,4338.99,22846.3
"P78537;P78537-2","P78537-2;P78537","BL1S1_HUMAN","BLOC1S1","Biogenesis of lysosome-related organelles complex 1 subunit 1",NA,NA,8426.27,3081.61,NA,2431.31,5001.15,15722.9,1071.77,NA,NA,NA,NA,NA,NA,NA,2502,4441.73,NA,830.227,15027.1,18858.7,NA,NA
"P78539;P78539-2;P78539-3;P78539-4;P78539-5","P78539-2;P78539-3;P78539-4;P78539-5;P78539","SRPX_HUMAN","SRPX","Sushi repeat-containing protein SRPX",5408.41,2720.49,NA,4825.62,3299,NA,NA,3496.05,1804.8,2931.22,2769.36,NA,NA,NA,1649.78,1620.75,2393.4,NA,NA,2570.58,8617.8,NA,2912.99,NA
"P78559;P78559-2","P78559-2;P78559","MAP1A_HUMAN","MAP1A","Microtubule-associated protein 1A",6929.89,8736.83,23535.7,6823.74,12627.9,12665.9,5195.33,11999,NA,5247.61,8237.88,11265.3,16327,2783.34,4914.84,11012.9,7209.91,10780.9,20610.2,NA,9866.53,10572.8,13096.4,22264.8
"P79483;Q30154","P79483;Q30154","DRB3_HUMAN;DRB5_HUMAN","HLA-DRB3;HLA-DRB5","HLA class II histocompatibility antigen, DR beta 3 chain",1392.25,NA,6385.45,NA,NA,3291.48,NA,NA,2392.44,NA,1748.49,3323.39,NA,1507.13,3038.54,NA,NA,1831.15,NA,2000.98,NA,2117.38,5241.25,NA
"P80108","P80108","PHLD_HUMAN","GPLD1","Phosphatidylinositol-glycan-specific phospholipase D",131356,159155,164394,193992,166882,224903,162758,368570,120227,225292,155178,146530,257259,225903,212081,256542,294732,116819,370818,417606,216222,212113,187782,280879
"P80404","P80404","GABT_HUMAN","ABAT","4-aminobutyrate aminotransferase, mitochondrial",NA,NA,2355.14,NA,NA,6782.95,14982.4,NA,NA,13327.9,NA,NA,NA,NA,NA,NA,NA,2729.91,NA,NA,NA,5662.76,NA,NA
"P81605","P81605-2;P81605","DCD_HUMAN","DCD","Dermcidin",85108.5,153389,73573.1,99279.9,83519.6,107866,86915.4,103112,66808.7,134871,88202.8,55403.9,132045,102408,140776,67708.3,69406.6,63592.5,155639,141269,163012,116848,121126,60132.9
"P82909","P82909","KGD4_HUMAN","MRPS36","Alpha-ketoglutarate dehydrogenase component 4",NA,NA,27060,3440.06,NA,4182.33,NA,3435.79,3136.61,NA,NA,NA,NA,NA,NA,5365.2,4651,5764.91,NA,NA,NA,8344.46,NA,NA
"P82912;P82912-2","P82912-2;P82912","RT11_HUMAN","MRPS11","28S ribosomal protein S11, mitochondrial",NA,NA,2824.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1009.51,1961.23,NA,NA,NA,NA,NA,NA
"P83105","P83105","HTRA4_HUMAN","HTRA4","Serine protease HTRA4",34989.1,13225.7,7414.46,30133.5,27806.3,20406.6,13079,7681.13,32342.4,5935.65,25213.8,17547.8,NA,18985.9,11722.8,17197.3,19504.8,9986.57,16472.9,15312.5,4268.2,15941.5,8944.58,13404.6
"P83111;P83111-2","P83111-2;P83111","LACTB_HUMAN","LACTB","Serine beta-lactamase-like protein LACTB, mitochondrial",27236,NA,50254.9,10057.2,NA,48660.7,NA,26973.1,NA,NA,NA,41984.8,8766.07,NA,NA,NA,37458,9801.72,24229.8,NA,NA,NA,15533.6,NA
"P83731","P83731","RL24_HUMAN","RPL24","60S ribosomal protein L24",NA,NA,NA,2980.33,NA,NA,NA,4798.35,NA,4760.23,NA,NA,NA,2649.13,1512.92,NA,NA,4421.18,2363.64,NA,9519.53,NA,NA,NA
"P84095","P84095","RHOG_HUMAN","RHOG","Rho-related GTP-binding protein RhoG",16160,7787.2,39215.7,10914.7,13951.5,9975.95,11927.2,19672.4,NA,4862.17,5406.99,4890.45,16479.4,NA,3111.17,NA,11488.7,21257.1,8437.31,NA,7755.9,11286.2,6182.59,NA
"P86790;P86791","P86790;P86791","CCZ1B_HUMAN;CCZ1_HUMAN","CCZ1;CCZ1B","Vacuolar fusion protein CCZ1 homolog B",NA,NA,3747.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P98082;P98082-2;P98082-3","P98082-2;P98082-3;P98082","DAB2_HUMAN","DAB2","Disabled homolog 2",NA,4107.49,9282.71,2780.98,NA,NA,NA,NA,820.743,3278.17,NA,NA,NA,NA,NA,NA,2954.6,3544.9,NA,NA,NA,NA,NA,NA
"P98160","P98160","PGBM_HUMAN","HSPG2","Basement membrane-specific heparan sulfate proteoglycan core protein",8610.4,6631.26,16654.7,5081.7,6654.22,7626.69,NA,6844.9,NA,NA,6044.44,13776.3,NA,19806,7027.68,6324.48,9819.44,5700.66,10537.2,4910.58,6194.24,7470.42,5801.99,9969.65
"P98171;P98171-2","P98171-2;P98171","RHG04_HUMAN","ARHGAP4","Rho GTPase-activating protein 4",7519.63,3226.51,24016.4,7340.73,7112.84,5225.04,7614.59,10673.8,5549.62,NA,NA,3568.87,6103.22,6114.59,NA,NA,10364,7358,NA,NA,NA,8034.68,5737.14,NA
"P98194;P98194-4","P98194-2;P98194-3;P98194-4;P98194-5;P98194-6;P98194-7;P98194-8;P98194-9;P98194","AT2C1_HUMAN","ATP2C1","Calcium-transporting ATPase type 2C member 1",NA,NA,71958.1,14937.6,4369.54,11871.9,13801.2,12151.3,9442.22,3379.14,NA,11688.9,15340.5,NA,NA,NA,16978.7,18539.7,NA,NA,17722.1,19806.7,NA,NA
"P99999","P99999","CYC_HUMAN","CYCS","Cytochrome c",6434.47,10317.6,3587.06,2605.85,9900.12,5673.48,8315.22,5746.43,10528.4,5490.87,2451.87,18438.4,1868.88,7801.1,4972.43,9706.32,3694.04,4040.62,9641.64,1456.21,12289.8,4511.55,5387.42,3647.23
"Q00013;Q00013-2","Q00013-2;Q00013-3;Q00013","EM55_HUMAN","MPP1","55 kDa erythrocyte membrane protein",5005.75,7039.49,65489.4,18074.9,NA,17866,16381.8,17261.3,6052.46,4910.2,3269.68,NA,18236,NA,2183.27,4999.3,17794,26216,18869.9,1864.64,3577.35,15613.1,5667.75,NA
"Q00059","Q00059-2;Q00059","TFAM_HUMAN","TFAM","Transcription factor A, mitochondrial",NA,NA,19034.5,4761.68,6177.17,NA,NA,8618.72,NA,NA,421.797,NA,NA,NA,NA,NA,3465.23,5475.08,NA,NA,NA,NA,NA,NA
"Q00266","Q00266","METK1_HUMAN","MAT1A","S-adenosylmethionine synthase isoform type-1",10920.8,NA,NA,3012.86,NA,4315.77,8291.67,NA,16046.9,14501.6,NA,17084.5,NA,NA,1440.9,NA,NA,NA,2327.04,NA,NA,4015.13,NA,NA
"Q00325-2","Q00325-2","MPCP_HUMAN","SLC25A3","Isoform B of Phosphate carrier protein, mitochondrial",22487.4,16436.1,228510,75420.4,15228.4,56204.7,35235.8,56987.7,17741.9,16606,9834.92,15138.7,39210.3,6315.74,12861.7,13222,55411.9,63184.9,8049.74,2623.8,18783.4,56843.8,14029.4,5174.98
"Q00341;Q00341-2","Q00341-2;Q00341","VIGLN_HUMAN","HDLBP","Vigilin",NA,1447.93,11716.2,4879.43,4646.74,6872.27,3933.5,4172.45,NA,NA,1183.83,NA,3854.56,3385.92,841.082,NA,9457.09,6404.11,6127.11,NA,NA,5488.26,2000.66,NA
"Q00577","Q00577","PURA_HUMAN","PURA","Transcriptional activator protein Pur-alpha",2581.78,3393.38,11708.8,4126.15,4365.23,3949.27,NA,4793.56,3557.18,6716.5,NA,NA,NA,NA,2317.73,5712.27,4913.34,4899.23,3661.1,5210.03,7165.26,NA,5956.25,2587.73
"Q00610;Q00610-2","P53675-2;P53675;Q00610-2;Q00610","CLH1_HUMAN","CLTC","Clathrin heavy chain 1",8896.85,10039.1,200264,29208.6,16119,39293.8,22941.9,47435.4,12806.6,15236.2,9939.62,9891.2,18741.5,7140.29,8452.61,13859.6,52803.8,47560.1,8170.88,8643.13,20764.7,36169.6,18068.5,16177.9
"Q00688","Q00688","FKBP3_HUMAN","FKBP3","Peptidyl-prolyl cis-trans isomerase FKBP3",5375.5,NA,17167.7,28616.3,1927.45,13987.8,9784.24,8799.65,3766.78,9506.64,3433.08,NA,5493.52,8409.18,2241.99,2940.43,8118.31,17642.8,6655.69,2636.05,5178.95,10778.9,6976.65,9992.4
"Q00722;Q00722-2;Q00722-3","Q00722-2;Q00722-3;Q00722","PLCB2_HUMAN","PLCB2","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-2",NA,NA,10691.5,3843.94,NA,NA,NA,10469.6,NA,NA,NA,3348.68,5183.48,NA,NA,NA,4653.26,5534.03,9152.21,NA,NA,2734.33,NA,NA
"Q00765","Q00765","REEP5_HUMAN","REEP5","Receptor expression-enhancing protein 5",3518.73,1196.72,12945.7,5393.08,NA,2933.25,3111.9,3034.45,NA,2702.14,3301.07,NA,6251.49,NA,NA,NA,4879.38,7944.37,NA,NA,NA,4376.74,431.443,NA
"Q00796","Q00796-2;Q00796","DHSO_HUMAN","SORD","Sorbitol dehydrogenase",NA,1855.26,6391.27,4153.44,NA,2812.42,8936.57,NA,NA,14181.7,2943.89,NA,8619.67,NA,1379.71,NA,23828.1,4806.87,3498.24,NA,NA,3976.88,6554.08,1067.15
"Q00839;Q00839-2","Q00839-2;Q00839","HNRPU_HUMAN","HNRNPU","Heterogeneous nuclear ribonucleoprotein U",4761.03,5798.58,1783.49,5227.27,2877.83,4642.64,2698.04,8194.33,5127.6,5479.1,2993.93,NA,8462.98,NA,3328.05,13351.7,7388.9,6542.5,6801.13,NA,4559.9,4801.42,4284.83,9904.15
"Q00887","Q00887","PSG9_HUMAN","PSG9","Pregnancy-specific beta-1-glycoprotein 9",536482,475815,153329,411119,595284,371019,186459,95130.8,408871,193841,410494,323356,277685,219750,169954,155883,277741,NA,204862,NA,221747,307236,637080,121538
"Q00888","Q00888-2;Q00888","PSG4_HUMAN","PSG4","Pregnancy-specific beta-1-glycoprotein 4",225382,431332,236011,262294,240068,260825,197655,209564,193696,145696,263730,190510,280772,286291,200270,96930.5,235745,13598,550700,43143.1,269339,233876,290929,94898
"Q00889;Q00889-2","Q00887-2;Q00887;Q00888-2;Q00888;Q00889-2;Q00889","PSG6_HUMAN","PSG6","Pregnancy-specific beta-1-glycoprotein 6",4592330,5020770,1600090,2892830,5506920,3728440,2507670,2408800,4626880,1028790,5985400,4364320,3386690,3126800,4232750,2894980,2143440,1591660,4044350,2776870,2770630,3786190,5320980,2887220
"Q01082","Q01082-2;Q01082-3;Q01082","SPTB2_HUMAN","SPTBN1","Spectrin beta chain, non-erythrocytic 1",11725.3,16544.2,176677,34179.4,10220.5,30665.7,16723.3,40305.4,19923.8,19706.9,11730,13167.7,30949.2,7968.03,7012.83,14917.9,26005.2,39797.8,7866.59,5632.02,14018,36263.2,14976.1,15450.7
"Q01130;Q01130-2;Q9BRL6;Q9BRL6-2","Q01130-2;Q01130;Q9BRL6-2;Q9BRL6","SRSF2_HUMAN;SRSF8_HUMAN","SRSF2;SRSF8","Serine/arginine-rich splicing factor 2",21249.8,19689.3,8952.59,14469.4,NA,28244.2,38065.8,NA,31105.2,19423.2,NA,43662,NA,35620.5,18221.9,29179.4,NA,21011.1,NA,17857,40889.4,25373.6,NA,NA
"Q01433","Q01433-2;Q01433-3;Q01433-4;Q01433-5;Q01433","AMPD2_HUMAN","AMPD2","AMP deaminase 2",8644.99,9040.98,183293,41347.5,13242.8,39256.9,28329.5,46436.5,9164.86,4981,6107.58,4445.15,35040.8,27759.2,2532.83,5718.39,41305.2,60947.7,NA,2778.44,21714.6,34493.2,4871.38,8705.48
"Q01459","Q01459","DIAC_HUMAN","CTBS","Di-N-acetylchitobiase",8130.1,13337.9,8350.11,16239.4,22742.5,15325.7,12185.5,25772.8,11668.3,11219.4,8756.64,7305.58,6938.82,11750.8,11545.3,11779,18407.2,8085.97,13118.3,13876.7,18802.3,13758.8,9031.87,12762.3
"Q01469","Q01469","FABP5_HUMAN","FABP5","Fatty acid-binding protein 5",16063,14723.2,8164.58,9444.17,23103.7,21464.9,17545.6,29912.9,14152.8,62563,27675.8,18926.8,25757.4,20287.8,19744.6,24310,22508.8,20808.7,18264.4,12299.5,30163.5,25448,25280.1,24810.7
"Q01518","Q01518-2;Q01518","CAP1_HUMAN","CAP1","Adenylyl cyclase-associated protein 1",31344.9,28931.8,399432,221251,29577.4,97570.1,101075,92099.6,30280.7,41695.5,21702.5,21384.8,62586.8,7860.74,18255.6,13153.1,86737.4,146677,19166.7,8225.25,21346.8,94134.7,20618.6,13550.8
"Q01523","Q01523","DEF5_HUMAN","DEFA5","Defensin alpha 5",23673.2,20615.4,20959.1,8678.05,22895.1,17174.6,12532.3,28712.8,19694.1,14928.4,26381,26878.9,11825.1,20786.7,10625.9,21359.4,5938.91,24307.6,14177.6,15461.4,19921.1,23636.7,5769.62,16971.9
"Q01546","Q01546","K22O_HUMAN","KRT76","Keratin, type II cytoskeletal 2 oral",5712.4,6288.75,673.377,NA,2637.81,6593.42,NA,NA,3591.96,20635.4,2548.89,NA,2545.22,2389.45,3594.88,NA,10961.3,3760.91,NA,2043.38,4534.65,4231.19,3890.71,NA
"Q01813","Q01813-2;Q01813","PFKAP_HUMAN","PFKP","ATP-dependent 6-phosphofructokinase, platelet type",9309.8,11307.5,131142,85067.8,9611.1,36755.2,45593.3,41958,12368.5,13916.5,9988.93,9676.01,41650.5,5618.53,8103.61,9430.92,69916.5,49056.1,10844.6,5493.8,12040.4,42585.2,16105.9,21663.8
"Q01968;Q01968-2","Q01968-2;Q01968","OCRL_HUMAN","OCRL","Inositol polyphosphate 5-phosphatase OCRL",NA,NA,7709.63,2868.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3212.99,NA,NA,NA,2119.75,NA,NA
"Q01970","Q01970-2;Q01970","PLCB3_HUMAN","PLCB3","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3",10717,10753.3,41284.2,13257.8,11099.2,24199,13874.9,10328.5,5781.09,9625.44,11765,7875.29,18565.9,16624.2,5807.61,12958.6,21872.9,23636.7,10121.1,5911.68,7075.18,18139.6,12263.3,5973.55
"Q01995","Q01995","TAGL_HUMAN","TAGLN","Transgelin",NA,2724.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2083.09,NA,NA,NA,NA,NA,3224.3,NA,NA,NA
"Q02045","Q02045","MYL5_HUMAN","MYL5","Myosin light chain 5",15276.8,NA,3742.96,2609.45,8088.57,8414.69,NA,3171.86,13315.3,6249.57,6640.16,16718.4,NA,15775.5,NA,12224,8815.33,1740.83,19392.2,2583.12,9106.08,7983.21,4350.51,NA
"Q02108","Q02108-2;Q02108","GCYA1_HUMAN","GUCY1A1","Guanylate cyclase soluble subunit alpha-1",2328.05,2425.23,27517.6,11245.2,NA,5161.46,3026.88,8043.12,2061.99,NA,1346.89,NA,NA,NA,3131.62,NA,4028.18,7340.27,NA,NA,NA,9743.87,2051.88,NA
"Q02153;Q02153-2","Q02153-2;Q02153","GCYB1_HUMAN","GUCY1B1","Guanylate cyclase soluble subunit beta-1",4827.08,NA,10346.1,3910.04,NA,NA,NA,5776.19,NA,NA,2167.41,NA,NA,NA,NA,NA,2389.92,7031.89,NA,NA,NA,3644.22,NA,NA
"Q02218;Q02218-2","Q02218-2;Q02218","ODO1_HUMAN","OGDH","2-oxoglutarate dehydrogenase complex component E1",2930.36,NA,20953.1,4961,NA,3746.53,4328.91,8473.08,NA,4346.36,2415.41,2389.96,2544.97,NA,949.34,NA,5729.11,5129.68,3179.77,NA,3846.7,4727.98,NA,889.104
